search_string,unique_name,approximate_match,ott_id,is_synonym,flags,number_matches,corrected_name
oryzomys legatus,Euryoryzomys legatus,FALSE,3608302,TRUE,,1,Euryoryzomys_legatus
oryzomys levipes,Nephelomys levipes,FALSE,775473,TRUE,,1,Nephelomys_levipes
oryzomys macconnelli,Euryoryzomys macconnelli,FALSE,27308,TRUE,,1,Euryoryzomys_macconnelli
oryzomys maracajuensis,Cerradomys maracajuensis,FALSE,315208,TRUE,,1,Cerradomys_maracajuensis
oryzomys marinhus,Cerradomys marinhus,FALSE,315202,TRUE,,1,Cerradomys_marinhus
oryzomys megacephalus,Hylaeamys megacephalus,FALSE,469034,TRUE,,1,Hylaeamys_megacephalus
oryzomys melanotis,Handleyomys melanotis,FALSE,4940983,TRUE,,1,Handleyomys_melanotis
oryzomys meridensis,Nephelomys meridensis,FALSE,3608311,TRUE,,1,Nephelomys_meridensis
oryzomys nitidus,Euryoryzomys nitidus,FALSE,27289,TRUE,,1,Euryoryzomys_nitidus
oryzomys perenensis,Hylaeamys perenensis,FALSE,634762,TRUE,,1,Hylaeamys_perenensis
oryzomys polius,Eremoryzomys polius,FALSE,1035611,TRUE,,1,Eremoryzomys_polius
oryzomys rhabdops,Handleyomys rhabdops,FALSE,3608293,TRUE,,1,Handleyomys_rhabdops
oryzomys rostratus,Handleyomys rostratus,FALSE,509355,TRUE,,1,Handleyomys_rostratus
oryzomys russatus,Euryoryzomys russatus,FALSE,739,TRUE,,1,Euryoryzomys_russatus
oryzomys saturatior,Handleyomys saturatior,FALSE,509359,TRUE,,1,Handleyomys_saturatior
oryzomys scotti,Cerradomys scotti,FALSE,315211,TRUE,,1,Cerradomys_scotti
oryzomys subflavus,Cerradomys subflavus,FALSE,570191,TRUE,,1,Cerradomys_subflavus
oryzomys talamancae,Transandinomys talamancae,FALSE,1039733,TRUE,,1,Transandinomys_talamancae talamancae
oryzomys xanthaeolus,Aegialomys xanthaeolus,FALSE,282364,TRUE,,1,Aegialomys_xanthaeolus
oryzomys yunganus,Hylaeamys yunganus,FALSE,509347,TRUE,,1,Hylaeamys_yunganus
otaria flavescens,Otaria byronia,FALSE,273182,TRUE,,1,Otaria_bryonia
paramurexia rothschildi,Murexia rothschildi,FALSE,929326,TRUE,,1,Murexia_rothschildi
phaiomys leucurus,Neodon leucurus,FALSE,662405,TRUE,,1,Neodon_leucurus
phascomurexia naso,Antechinus naso,FALSE,470342,TRUE,,1,Murexia_naso
pipistrellus hesperus,Parastrellus hesperus,FALSE,1034632,TRUE,,1,Parastrellus_hesperus
pteralopex acrodonta,Mirimiri acrodonta,FALSE,48401,TRUE,,1,Mirimiri_acrodonta
pteropus banakrisi,Pteropus alecto,FALSE,813028,TRUE,,1,Pteropus_alecto
pteropus leucopterus,Desmalopex leucopterus,FALSE,740197,TRUE,,1,Desmalopex_leucopterus
spermophilus adocetus,Notocitellus adocetus,FALSE,934737,TRUE,,1,Notocitellus_adocetus
spermophilus annulatus,Notocitellus annulatus,FALSE,359117,TRUE,,1,Notocitellus_annulatus
spermophilus armatus,Urocitellus armatus,FALSE,359110,TRUE,,1,Urocitellus_armatus
spermophilus atricapillus,Otospermophilus atricapillus,FALSE,1055504,TRUE,,1,Otospermophilus_atricapillus
spermophilus beecheyi,Otospermophilus beecheyi,FALSE,798034,TRUE,,1,Otospermophilus_beecheyi
spermophilus beldingi,Urocitellus beldingi,FALSE,359107,TRUE,,1,Urocitellus_beldingi
spermophilus brunneus,Urocitellus brunneus,FALSE,670618,TRUE,,1,Urocitellus_brunneus
spermophilus canus,Urocitellus canus,FALSE,3609062,TRUE,,1,Urocitellus_canus
spermophilus columbianus,Urocitellus columbianus,FALSE,1014254,TRUE,,1,Urocitellus_columbianus
spermophilus elegans,Urocitellus elegans,FALSE,359100,TRUE,,1,Urocitellus_elegans
spermophilus franklinii,Poliocitellus franklinii,FALSE,532327,TRUE,,1,Poliocitellus_franklinii
spermophilus lateralis,Callospermophilus lateralis,FALSE,604319,TRUE,,1,Callospermophilus_lateralis
spermophilus madrensis,Callospermophilus madrensis,FALSE,782282,TRUE,,1,Callospermophilus_madrensis
spermophilus mexicanus,Ictidomys mexicanus,FALSE,782276,TRUE,,1,Ictidomys_mexicanus
spermophilus mohavensis,Xerospermophilus mohavensis,FALSE,782266,TRUE,,1,Xerospermophilus_mohavensis
spermophilus mollis,Urocitellus mollis,FALSE,595745,TRUE,,1,Urocitellus_mollis
spermophilus parryii,Urocitellus parryii,FALSE,289901,TRUE,,1,Urocitellus_parryii
spermophilus perotensis,Xerospermophilus perotensis,FALSE,141525,TRUE,,1,Xerospermophilus_perotensis
spermophilus richardsonii,Urocitellus richardsonii,FALSE,828701,TRUE,,1,Urocitellus_richardsonii
spermophilus saturatus,Callospermophilus saturatus,FALSE,208064,TRUE,,2,Callospermophilus_saturatus
spermophilus spilosoma,Xerospermophilus spilosoma,FALSE,121776,TRUE,,1,Xerospermophilus_spilosoma
spermophilus tereticaudus,Xerospermophilus tereticaudus,FALSE,833672,TRUE,,1,Xerospermophilus_tereticaudus
spermophilus townsendii,Urocitellus townsendii,FALSE,833666,TRUE,,1,Urocitellus_townsendii
spermophilus tridecemlineatus,Ictidomys tridecemlineatus,FALSE,989655,TRUE,,1,Ictidomys_tridecemlineatus
spermophilus undulatus,Urocitellus undulatus,FALSE,595759,TRUE,,1,Urocitellus_undulatus
spermophilus variegatus,Otospermophilus variegatus,FALSE,532304,TRUE,,1,Otospermophilus_variegatus
spermophilus washingtoni,Urocitellus washingtoni,FALSE,833685,TRUE,,1,Urocitellus_washingtoni
sphiggurus insidiosus,Coendou insidiosus,FALSE,248890,TRUE,,1,Coendou_insidiosus
sphiggurus melanurus,Coendou melanurus,FALSE,950500,TRUE,,1,Coendou_melanurus
sphiggurus mexicanus,Coendou mexicanus,FALSE,1080803,TRUE,,1,Coendou_mexicanus
sphiggurus pruinosus,Coendou pruinosus,FALSE,3609649,TRUE,,1,Coendou_pruinosus
sphiggurus spinosus,Coendou spinosus,FALSE,3609652,TRUE,,1,Coendou_spinosus
sphiggurus vestitus,Coendou vestitus,FALSE,3609655,TRUE,,1,Coendou_vestitus
sphiggurus villosus,Coendou villosus,FALSE,44975,TRUE,,1,NOTFOUND
sus salvanius,Porcula salvania,FALSE,556761,TRUE,,1,Porcula_salvania
taurotragus oryx,Tragelaphus oryx,FALSE,70832,TRUE,,1,Tragelaphus_oryx
triaenops auritus,Paratriaenops auritus,FALSE,1071075,TRUE,,1,Paratriaenops_auritus
triaenops furculus,Paratriaenops furculus,FALSE,221782,TRUE,,1,Paratriaenops_furculus
uncia uncia,Panthera uncia,FALSE,532117,TRUE,,1,Panthera_uncia
lophocebus opdenboschi,NA,NA,NA,NA,NA,NA,Lophocebus_aterrimus
saguinus pileatus,NA,NA,NA,NA,NA,NA,Saguinus_mystax
